age,income,credit_score,education,employment_status,years_employed,account_balance,num_credit_cards,debt_ratio,marital_status,state,customer_since
19.0,20000.0,581.0,Bachelor,Full-time,0.0,6280.0,1.0,0.478,Single,Other,2023-02-11 12:53:24.213453
34.0,20000.0,615.0,Bachelor,Full-time,5.2,6377.0,1.0,0.44,Single,IL,2023-05-29 12:53:24.213453
48.0,70710.0,717.0,High School,Unemployed,0.0,,2.0,0.338,Divorced,TX,2023-04-27 12:53:24.213453
65.0,117014.0,850.0,High School,Retired,0.0,29663.0,7.0,,Divorced,Other,2024-03-27 12:53:24.213453
41.0,93875.0,742.0,High School,Full-time,16.3,51008.0,6.0,0.192,Married,Other,2024-12-29 12:53:24.213453
34.0,35557.0,660.0,Bachelor,Full-time,9.9,15124.0,1.0,0.334,Married,FL,2022-11-28 12:53:24.213453
70.0,115450.0,808.0,Master,Retired,,76850.0,,0.143,Married,NY,2025-01-20 12:53:24.213453
20.0,,555.0,Some College,Part-time,0.0,,1.0,0.457,Single,Other,2024-10-25 12:53:24.213453
18.0,28411.0,607.0,High School,Part-time,,5809.0,,0.352,Single,TX,2022-02-17 12:53:24.213453
49.0,116165.0,785.0,Bachelor,Full-time,19.5,48206.0,5.0,0.125,Married,NC,2023-03-04 12:53:24.213453
34.0,31455.0,674.0,Some College,Full-time,4.5,7410.0,1.0,0.312,Married,FL,2024-11-02 12:53:24.213453
27.0,47306.0,606.0,Some College,Full-time,3.5,10907.0,3.0,0.354,Married,Other,2023-09-16 12:53:24.213453
53.0,,738.0,Bachelor,Full-time,24.5,57715.0,4.0,0.242,Single,Other,2022-08-07 12:53:24.213453
46.0,88287.0,673.0,Bachelor,Part-time,19.5,49290.0,3.0,0.272,Married,Other,2022-05-14 12:53:24.213453
34.0,55470.0,642.0,High School,Full-time,11.1,19491.0,2.0,0.275,Married,NY,2022-03-04 12:53:24.213453
23.0,42121.0,637.0,High School,Full-time,2.1,,2.0,0.36,Single,PA,2024-02-18 12:53:24.213453
55.0,,727.0,PhD,Retired,0.0,30195.0,4.0,0.195,Divorced,FL,2023-02-08 12:53:24.213453
52.0,85037.0,756.0,High School,Full-time,26.4,39355.0,2.0,0.178,Divorced,Other,2024-12-01 12:53:24.213453
41.0,59352.0,673.0,High School,Full-time,12.2,,2.0,0.31,Single,Other,2024-02-10 12:53:24.213453
70.0,117324.0,833.0,High School,Retired,0.0,13375.0,8.0,0.097,Single,OH,2024-07-08 12:53:24.213453
26.0,36456.0,576.0,High School,Retired,0.0,,2.0,0.362,Single,Other,2023-05-01 12:53:24.213453
19.0,37157.0,593.0,Some College,Unemployed,0.0,10211.0,1.0,0.389,Single,TX,2022-10-06 12:53:24.213453
32.0,50561.0,553.0,Bachelor,Full-time,5.0,15896.0,2.0,0.384,Single,OH,2023-04-23 12:53:24.213453
41.0,81391.0,695.0,Some College,Full-time,13.7,,5.0,0.21,Married,Other,2024-11-13 12:53:24.213453
46.0,,656.0,Some College,Full-time,17.9,41492.0,3.0,0.294,Married,PA,2024-10-06 12:53:24.213453
38.0,33405.0,680.0,Bachelor,Full-time,14.3,9090.0,2.0,0.352,Married,IL,2024-11-23 12:53:24.213453
47.0,92429.0,753.0,Bachelor,Full-time,18.8,34098.0,7.0,,Married,CA,2022-07-22 12:53:24.213453
23.0,23914.0,603.0,Master,Unemployed,0.0,,1.0,,Single,Other,2023-02-05 12:53:24.213453
64.0,89194.0,823.0,Master,Full-time,32.4,24254.0,6.0,0.162,Married,Other,2024-03-31 12:53:24.213453
41.0,55565.0,646.0,High School,Full-time,17.4,31327.0,4.0,0.343,Single,Other,2024-02-18 12:53:24.213453
59.0,112117.0,838.0,Bachelor,Full-time,29.6,19814.0,7.0,,Married,Other,2024-03-27 12:53:24.213453
47.0,41465.0,706.0,Some College,Full-time,19.6,14335.0,2.0,0.31,Married,Other,2024-05-19 12:53:24.213453
49.0,123566.0,759.0,PhD,Full-time,21.4,42593.0,7.0,,Married,FL,2023-03-06 12:53:24.213453
51.0,95341.0,778.0,Some College,Full-time,25.8,45070.0,7.0,,Divorced,Other,2025-01-16 12:53:24.213453
49.0,79849.0,690.0,PhD,Unemployed,0.0,16901.0,3.0,0.253,Divorced,Other,2023-08-01 12:53:24.213453
52.0,80177.0,707.0,Bachelor,Unemployed,0.0,45362.0,4.0,0.278,Married,Other,2023-03-14 12:53:24.213453
62.0,100283.0,764.0,High School,Full-time,32.4,50429.0,5.0,,Married,Other,2023-11-02 12:53:24.213453
45.0,78317.0,693.0,Bachelor,Part-time,18.1,27501.0,3.0,0.222,Married,Other,2022-04-04 12:53:24.213453
53.0,92178.0,715.0,PhD,Full-time,29.8,29300.0,5.0,0.213,Married,CA,2023-08-27 12:53:24.213453
41.0,72834.0,729.0,Master,Full-time,13.1,33651.0,3.0,0.235,Single,FL,2023-03-26 12:53:24.213453
64.0,100344.0,781.0,High School,Full-time,32.9,,6.0,,Married,Other,2022-06-25 12:53:24.213453
32.0,48040.0,651.0,Bachelor,Full-time,5.5,25467.0,3.0,0.319,Single,Other,2022-02-16 12:53:24.213453
69.0,104231.0,790.0,Some College,Retired,0.0,28190.0,4.0,0.163,Married,Other,2022-05-08 12:53:24.213453
41.0,61576.0,626.0,High School,Full-time,18.6,15309.0,3.0,0.317,Married,PA,2023-04-27 12:53:24.213453
21.0,51507.0,,Some College,Part-time,2.5,12759.0,2.0,0.359,Married,IL,2024-10-01 12:53:24.213453
44.0,77903.0,649.0,High School,Full-time,20.0,42510.0,4.0,0.269,Married,Other,2024-07-16 12:53:24.213453
32.0,20000.0,610.0,Bachelor,Full-time,7.6,,1.0,0.358,Divorced,Other,2024-11-11 12:53:24.213453
55.0,95339.0,715.0,Some College,Full-time,25.7,,3.0,,Single,Other,2023-05-24 12:53:24.213453
32.0,53921.0,706.0,Bachelor,Full-time,4.7,26089.0,3.0,0.278,Single,NY,2022-08-19 12:53:24.213453
35.0,55219.0,684.0,High School,Full-time,14.5,27459.0,4.0,0.387,Married,Other,2022-07-28 12:53:24.213453
18.0,24172.0,577.0,Some College,Full-time,0.0,,1.0,,Single,Other,2023-06-22 12:53:24.213453
35.0,72362.0,711.0,High School,Full-time,9.4,14102.0,4.0,0.246,Single,Other,2023-04-28 12:53:24.213453
18.0,44213.0,569.0,High School,Full-time,0.0,37003.0,2.0,0.392,Single,FL,2022-10-27 12:53:24.213453
18.0,20000.0,586.0,High School,Part-time,0.0,,1.0,0.393,Single,IL,2023-05-31 12:53:24.213453
53.0,88606.0,,High School,Full-time,25.6,40629.0,2.0,,Married,Other,2023-08-31 12:53:24.213453
54.0,69425.0,735.0,Bachelor,Full-time,25.3,22621.0,3.0,0.243,Married,CA,2023-01-03 12:53:24.213453
48.0,54306.0,732.0,Some College,Full-time,22.1,13700.0,2.0,0.36,Married,NC,2024-06-09 12:53:24.213453
27.0,,633.0,Some College,Full-time,3.9,14610.0,1.0,0.337,Single,GA,2024-02-26 12:53:24.213453
41.0,77436.0,705.0,Some College,Unemployed,,16995.0,,0.277,Divorced,Other,2024-02-26 12:53:24.213453
42.0,80297.0,653.0,Master,Full-time,16.2,37955.0,4.0,,Married,NY,2023-09-06 12:53:24.213453
25.0,48196.0,590.0,Master,Full-time,4.5,33047.0,2.0,0.34,Married,FL,2025-01-07 12:53:24.213453
65.0,111376.0,799.0,Some College,Retired,0.0,33754.0,4.0,0.177,Married,Other,2023-01-11 12:53:24.213453
55.0,93243.0,757.0,Some College,Full-time,28.0,26789.0,5.0,,Divorced,Other,2024-01-02 12:53:24.213453
39.0,51878.0,631.0,High School,Full-time,11.5,12119.0,3.0,0.36,Married,CA,2022-11-19 12:53:24.213453
42.0,72479.0,767.0,Master,Full-time,15.9,21245.0,3.0,0.239,Married,TX,2024-04-05 12:53:24.213453
45.0,82506.0,759.0,High School,Retired,0.0,26391.0,2.0,0.227,Married,Other,2024-11-17 12:53:24.213453
18.0,41314.0,609.0,Some College,Unemployed,0.0,23111.0,3.0,0.349,Single,TX,2022-04-17 12:53:24.213453
38.0,77834.0,690.0,Some College,Full-time,12.9,33627.0,4.0,0.284,Married,Other,2024-04-26 12:53:24.213453
32.0,61625.0,647.0,Some College,Full-time,9.4,32994.0,3.0,0.344,Single,OH,2024-07-14 12:53:24.213453
27.0,48772.0,597.0,High School,Full-time,6.2,14439.0,3.0,0.342,Married,Other,2023-11-12 12:53:24.213453
38.0,76052.0,688.0,Bachelor,Retired,0.0,31484.0,4.0,0.285,Single,Other,2023-07-31 12:53:24.213453
69.0,106102.0,817.0,High School,Retired,0.0,,8.0,,Divorced,Other,2023-02-28 12:53:24.213453
52.0,67772.0,,Bachelor,Full-time,22.0,9377.0,4.0,0.28,Divorced,CA,2022-12-21 12:53:24.213453
33.0,50054.0,655.0,High School,Full-time,8.8,7205.0,1.0,0.304,Married,Other,2022-06-30 12:53:24.213453
51.0,68326.0,713.0,High School,Full-time,22.1,10221.0,4.0,0.237,Married,OH,2024-06-27 12:53:24.213453
